x_values,y_values
"['Emin', 'Emin7', 'D']",A
"['Emin7', 'D', 'A']",Amin7
"['D', 'A', 'Amin7']",G
"['A', 'Amin7', 'G']",D#sus4
"['Amin7', 'G', 'D#sus4']",D
"['G', 'D#sus4', 'D']",Emin
"['D#sus4', 'D', 'Emin']",Emin7
"['D', 'Emin', 'Emin7']",D
"['Emin', 'Emin7', 'D']",A
"['Emin7', 'D', 'A']",Amin7
"['D', 'A', 'Amin7']",G
"['A', 'Amin7', 'G']",D#sus4
"['Amin7', 'G', 'D#sus4']",D
"['G', 'D#sus4', 'D']",Emin7
"['D#sus4', 'D', 'Emin7']",A
"['D', 'Emin7', 'A']",Cadd9
"['Emin7', 'A', 'Cadd9']",Emin7
"['A', 'Cadd9', 'Emin7']",A
"['Cadd9', 'Emin7', 'A']",Cadd9
"['Emin7', 'A', 'Cadd9']",A7#sus4/G
"['A', 'Cadd9', 'A7#sus4/G']",A#sus4
"['Cadd9', 'A7#sus4/G', 'A#sus4']",F
"['A7#sus4/G', 'A#sus4', 'F']",Emin7
"['A#sus4', 'F', 'Emin7']",Amin7
"['F', 'Emin7', 'Amin7']",G#sus4
"['Emin7', 'Amin7', 'G#sus4']",F13
"['Amin7', 'G#sus4', 'F13']",Emin7
"['G#sus4', 'F13', 'Emin7']",Amin7
"['F13', 'Emin7', 'Amin7']",G/C
"['Emin7', 'Amin7', 'G/C']",Fadd9
"['Amin7', 'G/C', 'Fadd9']",Emin7
"['G/C', 'Fadd9', 'Emin7']",Amin11
"['Fadd9', 'Emin7', 'Amin11']",G
"['Emin7', 'Amin11', 'G']",Fadd9
"['Amin11', 'G', 'Fadd9']",Emin7
"['G', 'Fadd9', 'Emin7']",A#sus4
"['Fadd9', 'Emin7', 'A#sus4']",A
"['Emin7', 'A#sus4', 'A']",A#7
"['A#sus4', 'A', 'A#7']",G
"['A', 'A#7', 'G']",A#7
"['A#7', 'G', 'A#7']",G
"['G', 'A#7', 'G']",A7#sus4
"['A#7', 'G', 'A7#sus4']",Emin
"['G', 'A7#sus4', 'Emin']",Emin7
"['A7#sus4', 'Emin', 'Emin7']",D
"['Emin', 'Emin7', 'D']",A
"['Emin7', 'D', 'A']",Amin7
"['D', 'A', 'Amin7']",G
"['A', 'Amin7', 'G']",D#sus4
"['Amin7', 'G', 'D#sus4']",D
"['G', 'D#sus4', 'D']",Emin
"['D#sus4', 'D', 'Emin']",Emin7
"['D', 'Emin', 'Emin7']",D
"['Emin', 'Emin7', 'D']",A
"['Emin7', 'D', 'A']",Amin7
"['D', 'A', 'Amin7']",G
"['A', 'Amin7', 'G']",D#sus4
"['Amin7', 'G', 'D#sus4']",D
"['G', 'D#sus4', 'D']",Emin7
"['D#sus4', 'D', 'Emin7']",A
"['D', 'Emin7', 'A']",Cadd9
"['Emin7', 'A', 'Cadd9']",Emin7
"['A', 'Cadd9', 'Emin7']",A
"['Cadd9', 'Emin7', 'A']",Cadd9
"['Emin7', 'A', 'Cadd9']",Emin7
"['A', 'Cadd9', 'Emin7']",A
"['Cadd9', 'Emin7', 'A']",Cadd9
"['Emin7', 'A', 'Cadd9']",Emin7
"['A', 'Cadd9', 'Emin7']",A
"['Cadd9', 'Emin7', 'A']",Cadd9
"['Emin7', 'A', 'Cadd9']",A#sus4
"['A', 'Cadd9', 'A#sus4']",Gadd9/A
"['Cadd9', 'A#sus4', 'Gadd9/A']",A#sus4
"['A#sus4', 'Gadd9/A', 'A#sus4']",Gadd9/A
"['Gadd9/A', 'A#sus4', 'Gadd9/A']",A#sus4
"['A#sus4', 'Gadd9/A', 'A#sus4']",Gadd9/A
"['Gadd9/A', 'A#sus4', 'Gadd9/A']",A#sus4
"['A#sus4', 'Gadd9/A', 'A#sus4']",Gadd9/A
"['Gadd9/A', 'A#sus4', 'Gadd9/A']",D/A
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",Gmin
"['C', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",Gmin
"['C', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",F
"['C', 'Bb', 'F']",C
"['Bb', 'F', 'C']",Bb
"['F', 'C', 'Bb']",F
"['C', 'Bb', 'F']",C
"['Bb', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",C
"['C', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['Emin', 'Dmin', 'Gmin']",Dmin
"['Dmin', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['Emin', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",Gmin
"['C', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",F
"['C', 'Bb', 'F']",C
"['Bb', 'F', 'C']",Bb
"['F', 'C', 'Bb']",F
"['C', 'Bb', 'F']",C
"['Bb', 'F', 'C']",Amin
"['F', 'C', 'Amin']",Dmin
"['C', 'Amin', 'Dmin']",Gmin
"['Amin', 'Dmin', 'Gmin']",Amin
"['Dmin', 'Gmin', 'Amin']",Dmin
"['Gmin', 'Amin', 'Dmin']",Gmin
"['Amin', 'Dmin', 'Gmin']",C
"['Dmin', 'Gmin', 'C']",Emin
"['Gmin', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",Dmin
"['Emin', 'Amin', 'Dmin']",Gmin
"['Amin', 'Dmin', 'Gmin']",Amin
"['Dmin', 'Gmin', 'Amin']",Dmin
"['Gmin', 'Amin', 'Dmin']",Gmin
"['Amin', 'Dmin', 'Gmin']",C
"['Dmin', 'Gmin', 'C']",Emin
"['Gmin', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",Dmin
"['Emin', 'Amin', 'Dmin']",C
"['Amin', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['Emin', 'Dmin', 'Gmin']",Dmin
"['Dmin', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['Emin', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",Gmin
"['C', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",Gmin
"['C', 'Dmin', 'Gmin']",F
"['Dmin', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Gmin
"['F', 'C', 'Gmin']",F
"['C', 'Gmin', 'F']",C
"['Gmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",C
"['C', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['Emin', 'Dmin', 'Gmin']",Dmin
"['Dmin', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['Emin', 'Dmin', 'Gmin']",Dmin
"['Dmin', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",Emin
"['Dmin', 'C', 'Emin']",Dmin
"['C', 'Emin', 'Dmin']",Gmin
"['G', 'C', 'D']",F
"['C', 'D', 'F']",G
"['D', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",G
"['Amin', 'Dmin', 'G']",Amin
"['Dmin', 'G', 'Amin']",C
"['G', 'Amin', 'C']",D
"['Amin', 'C', 'D']",F
"['C', 'D', 'F']",G
"['D', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",G
"['Dmin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",G
"['Dmin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",C
"['Amin', 'Dmin', 'C']",D
"['Dmin', 'C', 'D']",F
"['C', 'D', 'F']",G
"['D', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",G
"['Amin', 'Dmin', 'G']",Amin
"['Dmin', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",D
"['Amin', 'Dmin', 'D']",Fmin
"['Dmin', 'D', 'Fmin']",G
"['D', 'Fmin', 'G']",Amin
"['Fmin', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",G
"['Dmin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",G
"['Dmin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",G
"['Dmin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",D
"['F', 'C', 'D']",Emin
"['C', 'D', 'Emin']",Amin
"['D', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",D
"['G', 'Amin', 'D']",Fmin
"['Amin', 'D', 'Fmin']",Gmin
"['D', 'Fmin', 'Gmin']",G
"['Fmin', 'Gmin', 'G']",Amin
"['Gmin', 'G', 'Amin']",D
"['G', 'Amin', 'D']",C
"['Amin', 'D', 'C']",D
"['D', 'C', 'D']",Emin
"['C', 'D', 'Emin']",Fmin
"['D', 'Emin', 'Fmin']",G
"['Emin', 'Fmin', 'G']",Amin
"['Fmin', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",F
"['Amin', 'Dmin', 'F']",G
"['Dmin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",Dmin
"['G', 'Amin', 'Dmin']",G
"['Amin', 'Dmin', 'G']",A
"['Dmin', 'G', 'A']",D
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Cmin7
"['Gmin', 'Bb', 'Cmin7']",Eb
"['Bb', 'Cmin7', 'Eb']",F
"['Cmin7', 'Eb', 'F']",Gmin
"['Eb', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Cmin7
"['Gmin', 'Bb', 'Cmin7']",Eb
"['Bb', 'Cmin7', 'Eb']",F
"['Cmin7', 'Eb', 'F']",Gmin
"['Eb', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Bb', 'Gmin', 'Bb']",Gmin
"['Gmin', 'Bb', 'Gmin']",Bb
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cadd9
"['D', 'G', 'Cadd9']",Emin
"['G', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",Cmaj7
"['Emin', 'D', 'Cmaj7']",Emin
"['D', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",Cadd9
"['Emin', 'D', 'Cadd9']",Emin
"['D', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",Cmaj7
"['Emin', 'D', 'Cmaj7']",D
"['D', 'Cmaj7', 'D']",Cadd9
"['Cmaj7', 'D', 'Cadd9']",Emin
"['D', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cadd9
"['D', 'G', 'Cadd9']",Emin
"['G', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",Cmaj7
"['Emin', 'D', 'Cmaj7']",Emin
"['D', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",Cadd9
"['Emin', 'D', 'Cadd9']",Emin
"['D', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",Cmaj7
"['Emin', 'D', 'Cmaj7']",D
"['D', 'Cmaj7', 'D']",Cadd9
"['Cmaj7', 'D', 'Cadd9']",Emin
"['D', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cadd9
"['D', 'G', 'Cadd9']",Emin
"['G', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",D
"['G', 'Cmaj7', 'D']",Cmaj7
"['Cmaj7', 'D', 'Cmaj7']",Emin
"['D', 'Cmaj7', 'Emin']",Cadd9
"['Cmaj7', 'Emin', 'Cadd9']",Amin
"['Emin', 'Cadd9', 'Amin']",D
"['Cadd9', 'Amin', 'D']",Emin
"['Amin', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",C/B
"['Emin', 'Cadd9', 'C/B']",Amin
"['Cadd9', 'C/B', 'Amin']",D
"['C/B', 'Amin', 'D']",Emin
"['Amin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cadd9
"['D', 'G', 'Cadd9']",Emin
"['G', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",D
"['G', 'Cmaj7', 'D']",Cmaj7
"['Cmaj7', 'D', 'Cmaj7']",D
"['D', 'Cmaj7', 'D']",Cadd9
"['Cmaj7', 'D', 'Cadd9']",Emin
"['D', 'Cadd9', 'Emin']",Cmaj7
"['Cadd9', 'Emin', 'Cmaj7']",Amin
"['Emin', 'Cmaj7', 'Amin']",D
"['Cmaj7', 'Amin', 'D']",Emin
"['Amin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cadd9
"['D', 'G', 'Cadd9']",Emin
"['G', 'Cadd9', 'Emin']",D
"['Cadd9', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cmaj7
"['D', 'G', 'Cmaj7']",Emin
"['G', 'Cmaj7', 'Emin']",D
"['Cmaj7', 'Emin', 'D']",G
"['Emin', 'D', 'G']",Cadd9
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",F#
"['Bmin', 'F#min', 'F#']",Bmin
"['F#min', 'F#', 'Bmin']",F#min
"['F#', 'Bmin', 'F#min']",G
"['Bmin', 'F#min', 'G']",D
"['F#min', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",F#min
"['D', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",F#
"['Bmin', 'F#min', 'F#']",Bmin
"['F#min', 'F#', 'Bmin']",F#min
"['F#', 'Bmin', 'F#min']",G
"['Bmin', 'F#min', 'G']",D
"['F#min', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",F#min
"['D', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['F#min', 'Bmin', 'F#min']",F#
"['Bmin', 'F#min', 'F#']",Bmin
"['F#min', 'F#', 'Bmin']",F#min
"['F#', 'Bmin', 'F#min']",G
"['Bmin', 'F#min', 'G']",D
"['F#min', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",F#min
"['D', 'Bmin', 'F#min']",Bmin
"['Bmin', 'F#min', 'Bmin']",F#min
"['D', 'F', 'D']",F
"['F', 'D', 'F']",A
"['D', 'F', 'A']",D
"['F', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",G
"['F', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",A
"['D', 'F', 'A']",D
"['F', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",G
"['F', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",C
"['A', 'D', 'C']",D
"['D', 'C', 'D']",C
"['C', 'D', 'C']",A
"['D', 'C', 'A']",D
"['C', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",G
"['F', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",A
"['D', 'F', 'A']",D
"['F', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",G
"['F', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",C
"['A', 'D', 'C']",D
"['D', 'C', 'D']",C
"['C', 'D', 'C']",A
"['D', 'C', 'A']",D
"['C', 'A', 'D']",F
"['A', 'D', 'F']",D
"['D', 'F', 'D']",G
"['F', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['G', 'D', 'Cadd9']",G
"['D', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Cadd9
"['D', 'Emin', 'Cadd9']",G
"['Emin', 'Cadd9', 'G']",D
"['Cadd9', 'G', 'D']",Emin
"['G', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",G
"['D', 'A', 'G']",Emin
"['A', 'G', 'Emin']",A
"['G', 'Emin', 'A']",D
"['Emin', 'A', 'D']",Bmin
"['A', 'D', 'Bmin']",G
"['D', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",A
"['A', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",G
"['D', 'A', 'G']",Emin
